name,cuisine,lat,lon,city,street,postcode,state,opening_hours,phone,website
Shin Sen Gumi Hakata Ramen,japanese;ramen,33.6960627,-117.9546595,,Brookhurst Street,92708,,"Mo-Fr 11:00-15:00, 18:00-23:00; Sa-Su 11:00-23:00",+1 714-962-8971,https://shinsengumigroup.com/restaurants/shin-sen-gumi-hakata-ramen-fountain-valley/
Viet Foods,vietnamese,33.7591392,-117.9600724,,Westminster Avenue,92844,,,,
Capital Seafood,asian,33.6493173,-117.7433333,,,,,,,
Le Shrimp Noodle Bar,asian,33.6512082,-117.7428153,,,,,,,
Pho Saigon Pearl,asian,33.6512787,-117.7428518,,,,,,,
The Dive Oyster Bar,seafood,33.651507,-117.7457226,,,,,,,
Silverlake Ramen,ramen,33.6514331,-117.7457555,,,,,,,
Umami Burger,burger,33.6521189,-117.7463153,,,,,,,
Paradise Biryani Pointe,indian,33.6484934,-117.7412979,,,,,,,
Robata Wasa,asian,33.6486428,-117.7411607,,,,,,,
Din Tai Fung,taiwanese,33.6483875,-117.7418741,,,,,,,
Mustard Cafe,american,33.6082147,-117.8268938,,,,,Mo-Fr 08:00-17:00; Su 08:00-15:00,,
Trendz Street Cocina,mexican,33.7481721,-117.8660438,Santa Ana,East 4th Street,92701-4688,CA,"Mo 11:00-14:00; Fr-Sa 11:00-21:00; Su,Tu,We,Th 11:00-20:00",,
Terra Sushi,sushi,33.6539861,-117.6472603,,,,,,,
Sushi Boom,sushi,33.7880063,-117.8230387,,East Chapman Avenue,,,,+1-714-771-3095,
Friends Cafe,american;breakfast,33.7602579,-117.8278971,Tustin,East 17th Street,,CA,,,
Thai Chaiyo Tustin,thai,33.7589165,-117.8248935,Tustin,East 17th Street,,CA,,,
Capital Noodle Bar,chinese,33.6841323,-117.8117841,,,,,Mo-Su 10:00-21:00,+1 949 651 8088,https://noodle-irvine.capital-seafood.com/
Inchin’s Bamboo Garden,asian,33.6837272,-117.8112199,,,,,,+1 949 679 6813,https://bamboo-gardens.com/inchins-bamboo-garden-locations/
Sole Toscano Italian Cafe,italian,33.684208,-117.8119717,,,,,Mo-Su 10:00-21:00,+1 949 988 7474,https://www.soletoscanocafe.com/
Rose Cafe,american,33.6620207,-117.6668894,,Lake Forest Drive,,,"Tu 19:00-23:00;We-Th 10:00-15:00,19:00-23:00;Fr 10:00-15:00,19:00-00:00;Sa 08:00-15:00,19:00-00:00;Su 08:00-15:00,19:00-23:00;Mo off",+19493347288,https://www.rosecafelakeforest.com/
Haus Of Pizza,italian,33.674041,-117.9206385,Costa Mesa,Adams Avenue,92626,CA,,,
Sushi Sho,sushi,33.6569522,-117.9083884,,,,,,,
Tacos Ayutla Oaxaca,mexican,33.7101905,-117.8676684,,South Main Street,,,Su-Fr 19:00-02:00; Sa 19:00-3:00,,
Dino's,italian,33.7599505,-118.0181167,,,,,,,
Lupita's Restaurant,salvadorian; mexican,33.6537565,-117.9185735,,,,,,,
Katsuyaki,japanese,33.6537529,-117.9188521,,,,,,,
Vientiane Restaurant,vietnamese,33.7589069,-117.9498636,,,,,,,
Lao & Thai Food,lao; thai,33.7589026,-117.9499194,,,,,,,
Pho 54,vietnamese,33.759347,-117.9503048,,,,,,,
Lac Viet Concepts,vietnamese,33.7580515,-117.9543854,,,,,,,
Burger Skillet,american,33.6437209,-117.9187541,,,,,,,
Breakfast Republic,breakfast,33.6307042,-117.9115759,Costa Mesa,East 17th Street,,CA,,+1-949-691-3055,
MaDee Thai Kitchen,thai,33.6301025,-117.9118418,,,,,,,
Il Dolce,italian,33.6436225,-117.9187363,,,,,,,
